age,party_reg_state,party_primary_state,density_rural,density_suburban,density_urban,sex,combined_ethnicity_4way,census_median_income,ppi,single,married,num_children,children_3plus,homeowner,renter,education,hasreligion,catholic,christian,bible_reader,interest_in_religion,donrever_1,liberal_donor,conservative_donor,contbrel_1,contbpol_1,contbhlt_1,blue_collar,farmer,professional_technical,retired,apparel_1,bookmusc_1,electrnc_1,boatownr_1,cat_1,environm_1,outdgrdn_1,outdoor_1,guns_1,golf_1,investor_1,veteran_1,expensive_items_1,cnty_pct_religious,cnty_pct_evangelical,suppdem
26,1,1,0,1,0,M,B,58419,78,1,0,0,0,0,1,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3336288889,0.1122388889,N
53,1,0,0,1,0,F,W,74179,132,0,1,0,0,1,0,post graduate,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0.35761,0.07723888889,N
81,0,1,1,0,0,M,W,63928,44,0,1,1,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0.48687,0.2207888889,N
40,1,0,0,0,1,M,H,22328,26,0,1,0,0,0,1,some college,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.5157688889,0.05245,Y
33,1,1,0,1,0,F,H,23996,41,0,1,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5170388889,0.1354188889,Y
47,1,0,0,1,0,M,W,54776,71,0,1,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.42455,0.14784,N
61,1,0,1,0,0,M,W,43153,48,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.47475,0.18161,N
54,1,0,0,1,0,F,W,48963,67,0,1,1,0,1,0,some college,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.57234,0.39381,N
39,0,1,1,0,0,F,W,23534,60,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7966288889,0.6527988889,N
25,1,0,0,1,0,M,W,68862,54,0,1,0,0,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26986,0.1217188889,N
23,1,1,0,1,0,M,W,38986,19,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46212,0.2661388889,N
71,0,1,0,1,0,M,W,111157,53,0,1,0,0,1,0,post graduate,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0.38836,0.16553,N
53,0,1,0,0,1,F,H,41939,104,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.59621,0.08334888889,N
40,1,1,0,0,1,M,W,86511,34,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5310388889,0.08296888889,N
75,1,1,1,0,0,M,W,32466,14,1,0,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.47036,0.09101888889,N
27,1,1,0,1,0,M,W,70141,91,0,1,0,0,1,0,some college,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.4801888889,0.1366388889,N
74,0,0,1,0,0,F,W,48743,29,0,1,1,0,1,0,high school,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.39661,0.1323188889,N
72,1,0,0,1,0,M,W,46558,51,0,1,1,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5105188889,0.20952,N
61,0,1,0,1,0,F,W,94310,134,0,1,0,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0.55475,0.1980088889,Y
32,0,0,0,1,0,F,W,116815,120,0,1,1,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.58444,0.1430388889,N
48,1,1,1,0,0,F,W,53350,65,0,1,0,0,1,0,bach degree,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.5242988889,0.13211,N
67,0,1,0,1,0,M,W,66121,21,0,1,0,0,0,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.36047,0.1970088889,N
53,1,0,1,0,0,F,W,52420,44,1,0,0,0,1,0,high school,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0.34862,0.1396688889,N
51,1,1,0,1,0,M,W,101340,118,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0.47873,0.1020988889,N
50,0,1,0,0,1,F,W,28268,36,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5827888889,0.3333888889,Y
77,1,1,0,1,0,M,W,135832,74,0,1,0,0,1,0,post graduate,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0.61469,0.02746,N
65,0,0,1,0,0,M,W,79898,44,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0.5053188889,0.1295988889,Y
42,1,0,1,0,0,M,W,65878,79,0,1,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.35761,0.07723888889,N
88,0,0,1,0,0,F,W,52991,66,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3186,0.085,N
21,1,1,0,1,0,F,B,90066,70,1,0,3,1,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.45567,0.20775,Y
64,0,1,0,0,1,M,H,28279,49,1,0,0,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56435,0.1682588889,Y
55,1,1,1,0,0,F,W,54869,69,0,1,2,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0.4240188889,0.07160888889,N
76,1,1,1,0,0,M,B,52587,23,0,1,0,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0.42024,0.33729,Y
85,0,1,0,1,0,F,W,39481,13,1,0,0,0,0,1,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4886288889,0.27766,N
43,1,0,0,1,0,M,W,72716,67,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.35761,0.07723888889,Y
41,1,0,1,0,0,M,W,49271,51,0,1,5,1,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.41243,0.2597088889,Y
39,0,1,1,0,0,M,W,48161,85,0,1,2,0,1,0,some college,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0.3267688889,0.1613,N
44,1,0,0,1,0,F,A,98653,112,0,1,1,0,1,0,some college,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.3670188889,0.1265688889,N
23,1,1,0,1,0,M,W,87153,144,0,1,1,0,1,0,some college,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0.44437,0.10975,N
63,0,1,1,0,0,M,W,51284,88,0,1,0,0,1,0,high school,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0.41086,0.16249,Y
56,0,0,0,1,0,F,W,43530,88,1,0,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0.3767688889,0.09323,N
87,1,1,0,1,0,M,W,45162,18,0,1,0,0,1,0,some college,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0.7176688889,0.06409,N
70,0,1,0,1,0,F,W,50579,18,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0.4717788889,0.17253,N
63,1,1,0,1,0,M,W,38731,88,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0.25296,0.1146088889,N
43,0,1,0,1,0,F,W,33450,69,0,1,6,1,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4480088889,0.09115,Y
54,1,1,1,0,0,M,W,72950,150,0,1,1,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.31442,0.17746,N
39,1,1,1,0,0,F,W,41874,45,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0.47417,0.22871,N
20,1,0,0,1,0,M,W,118359,175,0,1,1,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.6712888889,0.0298,N
52,1,0,0,1,0,M,B,57494,102,0,1,1,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6322788889,0.05114,N
61,0,1,0,1,0,F,W,70003,88,0,1,2,0,1,0,post graduate,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.5757888889,0.27831,N
58,1,0,0,1,0,F,W,25000,44,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6746288889,0.2747788889,N
63,1,1,0,1,0,M,W,50484,17,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0.54572,0.02696,Y
43,1,1,0,1,0,F,W,121443,110,0,1,0,0,0,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6876288889,0.04715888889,N
59,1,0,0,1,0,M,H,29662,54,0,1,0,0,0,1,no hs degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36641,0.1088788889,Y
52,1,1,0,1,0,F,H,35706,15,0,1,0,0,1,0,no hs degree,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0.5447888889,0.10415,Y
49,1,0,0,1,0,M,W,43163,47,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.34862,0.1396688889,N
58,0,1,0,1,0,F,B,30576,59,0,1,1,0,1,0,high school,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0.5271288889,0.08318,Y
27,0,0,0,0,1,F,W,20048,69,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0.5358888889,0.36887,N
48,1,0,0,1,0,M,H,42651,47,1,0,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35893,0.09990888889,Y
73,1,0,0,1,0,M,B,40682,64,0,1,3,1,1,0,high school,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0.36016,0.1014888889,Y
78,0,1,1,0,0,M,W,55479,18,0,1,0,0,1,0,high school,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.4290088889,0.2139688889,N
74,1,0,0,0,1,M,B,44717,62,0,1,1,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.35761,0.07723888889,N
55,1,0,0,0,1,F,H,33615,47,1,0,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.37398,0.04297888889,N
85,0,0,1,0,0,M,W,36373,14,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39325,0.1586888889,N
55,1,1,0,1,0,F,W,72057,94,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.51909,0.2221388889,N
35,0,1,0,1,0,M,W,108045,93,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.58395,0.26324,Y
61,0,0,0,1,0,F,W,92608,87,0,1,0,0,1,0,post graduate,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.51734,0.20031,N
24,1,1,0,1,0,F,B,70874,108,0,1,4,1,1,0,some college,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.66162,0.05614888889,Y
55,1,1,0,1,0,F,W,78127,148,0,1,0,0,1,0,bach degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0.4719588889,0.1229588889,N
53,1,1,1,0,0,M,W,44458,75,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.4527088889,0.1479488889,N
70,0,1,0,1,0,F,W,85200,74,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0.5247,0.1161088889,N
56,0,0,0,1,0,M,W,51473,85,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0.3283,0.07348888889,N
44,0,1,1,0,0,F,W,69359,74,0,1,0,0,1,0,post graduate,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0.78512,0.10612,N
55,1,1,1,0,0,F,W,42853,69,0,1,0,0,1,0,post graduate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.59108,0.17508,N
26,1,1,0,1,0,M,H,29952,41,1,0,0,0,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2968988889,0.08023,Y
39,0,1,0,1,0,F,W,80797,90,0,1,1,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.3747788889,0.1537188889,N
54,0,1,1,0,0,F,H,69972,114,0,1,3,1,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.3751488889,0.1479488889,N
65,0,1,0,1,0,F,W,94273,23,0,1,0,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0.4568988889,0.08065888889,Y
66,0,0,0,1,0,M,W,60066,51,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0.66074,0.1277688889,N
33,1,0,0,0,1,F,W,52311,65,1,0,0,0,1,0,post graduate,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0.49424,0.03796,Y
59,1,1,0,1,0,F,B,32086,49,0,1,1,0,1,0,some college,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.57119,0.4128988889,Y
43,0,1,0,1,0,F,W,54436,59,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0.45536,0.2425688889,N
71,0,1,0,0,1,M,W,101672,51,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.59621,0.08334888889,N
51,1,1,0,0,1,F,H,52058,135,1,0,2,0,1,0,post graduate,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0.3957788889,0.1074088889,Y
22,1,0,0,1,0,F,H,50620,165,1,0,0,0,0,1,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3670188889,0.1265688889,N
56,1,0,1,0,0,F,W,37219,84,1,0,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.78297,0.62061,N
76,1,0,0,1,0,M,W,100000,107,1,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36641,0.1088788889,N
59,0,0,0,1,0,M,W,75965,67,1,0,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.3530688889,0.21621,Y
71,0,0,1,0,0,F,W,53289,44,0,1,0,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0.4599388889,0.1548188889,N
53,1,1,0,1,0,F,W,89064,83,0,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.51909,0.2221388889,N
82,1,0,0,1,0,M,W,56821,29,0,1,0,0,1,0,post graduate,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0.38462,0.18137,N
20,0,1,0,1,0,F,H,20450,47,1,0,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7721588889,0.5018288889,N
39,0,1,0,1,0,F,B,34969,18,0,1,2,0,1,0,bach degree,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0.44893,0.23499,Y
88,0,1,0,0,1,F,W,32885,44,0,1,0,0,1,0,NA,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.61447,0.26006,N
83,1,0,1,0,0,F,W,73799,106,0,1,2,0,1,0,bach degree,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0.31267,0.05228,N
52,0,0,0,1,0,F,W,27235,51,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0.3143888889,0.1187188889,N
79,1,1,0,1,0,M,W,77800,101,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4198888889,0.2446288889,Y
37,1,1,0,1,0,M,W,29444,49,0,1,2,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0.4833288889,0.2321388889,N
39,1,0,0,1,0,M,W,48259,154,0,1,3,1,1,0,bach degree,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0.35761,0.07723888889,N
55,0,0,1,0,0,F,W,85083,150,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0.3825088889,0.14781,Y
74,1,0,0,1,0,M,W,43695,81,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0.62698,0.3540188889,N
64,1,0,1,0,0,M,W,48056,80,1,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5614088889,0.1434688889,Y
42,0,1,0,1,0,M,B,24922,39,0,1,1,0,1,0,some college,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.3980188889,0.1451888889,N
64,1,1,1,0,0,F,W,51914,72,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0.43993,0.12137,Y
19,1,0,0,1,0,M,B,75298,85,1,0,0,0,0,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5036488889,0.18218,N
93,1,0,0,0,1,F,W,96777,98,0,1,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0.37398,0.04297888889,N
71,1,0,0,0,1,F,H,61572,84,1,0,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4401988889,0.04175,Y
36,1,0,0,1,0,F,W,68763,74,0,1,2,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0.35761,0.07723888889,Y
71,1,0,0,1,0,M,B,27440,53,0,1,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0.28656,0.11259,Y
69,1,1,0,1,0,M,W,105756,74,0,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.39841,0.10026,N
76,1,0,0,0,1,M,W,49474,44,1,0,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0.5317588889,0.12531,Y
43,1,1,0,1,0,F,A,143935,135,0,1,0,0,1,0,some college,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0.59695,0.05275888889,Y
20,1,0,0,1,0,M,H,32337,42,1,0,0,0,0,1,no hs degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3975788889,0.1088788889,Y
50,0,1,0,1,0,F,B,34811,47,0,1,1,0,1,0,some college,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.58395,0.26324,N
47,0,1,0,0,1,F,W,114017,750,1,0,2,0,1,0,high school,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.58395,0.26324,N
65,1,1,0,1,0,F,H,35379,14,1,0,0,0,1,0,no hs degree,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.56212,0.28847,N
22,1,1,0,1,0,F,W,141088,174,0,1,3,1,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.64459,0.03692,Y
23,0,1,0,1,0,F,W,65356,152,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.59621,0.08334888889,Y
49,1,0,0,1,0,M,W,56929,97,0,1,1,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0.34017,0.04204888889,N
20,1,0,0,1,0,M,W,44406,78,0,1,2,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4208288889,0.18934,N
58,1,0,0,1,0,F,H,42015,96,1,0,0,0,0,1,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36717,0.13475,Y
68,0,1,0,1,0,M,W,29610,14,1,0,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4871888889,0.09723,N
49,1,1,0,0,1,U,H,46699,26,1,0,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.43354,0.05138,Y
54,1,0,0,1,0,M,W,80643,110,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0.36641,0.1088788889,Y
71,1,0,0,1,0,F,W,41121,56,0,1,0,0,1,0,some college,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.31018,0.08845,Y
21,1,1,1,0,0,M,W,46775,56,0,1,1,0,1,0,some college,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.60197,0.07284,Y
93,1,0,0,0,1,M,W,43636,14,0,1,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.3670188889,0.1265688889,N
48,1,1,0,1,0,F,W,230947,1000,0,1,1,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0.4576288889,0.1149088889,N
